mass_pair_id,sample_id,comment,substrate,detection,association,peak_height,peak_width,peak_area,peak_position,timestep_01,timestep_02,timestep_03,timestep_04,timestep_05,timestep_06,timestep_07,timestep_08,timestep_09,timestep_10,timestep_11,timestep_12,timestep_13,timestep_14,timestep_15,timestep_16,timestep_17,timestep_18,timestep_19,timestep_20,timestep_21,timestep_22,timestep_23
0,30190,None,None,[10],[10],11922.317588090758,2.7011525377331767,21824.458686282735,8,0.0,9.572757609096612,1847.5718725993308,24528.939425050477,6979.220318211449,5.721001831101773,0.0,0.0,0.13200315428372278,0.42484003820530347,0.0,0.0,0.0,8.480048467163215e-05,0.0,0.16049846013376623,5.4031846081769,0.0,2.7978144575048134,0.0,0.0,0.0,0.0
1,30190,None,None,[10],[5],3657.888111068551,9.212744057935444,27954.14146329013,10,0.0,3.387979550307989,1502.2003175113978,3045.618296483929,2442.645358482104,5607.7489196262995,2209.7342100250585,1969.1541291140438,3909.298118966349,1745.5586229924404,4688.551613068312,1376.361071082983,1615.324482735623,783.4319296418951,1267.2887332787673,472.480099822698,2777.5464108499245,1920.647558276573,734.3462453692146,2043.8150234865338,1005.2586612272798,959.7750524027963,878.9715421440894
2,30190,None,None,[10],[4],1487.4283621589382,8.80119522675368,10791.782831333252,9,0.0,0.0,462.04408766627313,2057.9725912213326,1352.4315601348876,1606.8249786913395,580.3663158416748,1083.096353906393,203.32699947357173,2588.734609222412,561.5386401474475,748.9043786883353,221.8901126265526,268.1947811126709,709.4697464108467,411.362041401863,612.7184631347657,979.2185743689538,0.0,0.0,1890.3437258243562,0.0,206.92301387786858
3,30190,None,None,[10],[10],1423.668151887466,2.5442733190078393,4486.353726948327,8,0.0,0.0,0.0,3562.909321566662,0.0,0.8353188755999952,490.8861727427288,359.4599067848848,233.59516503437447,3.0280364622552156,886.1303234904644,0.0,758.8745385422762,0.0,565.2144324176281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,30190,None,None,[10],[10],144563.17915934976,2.660646741540459,259669.1069596706,8,0.0,0.0,37680.57981444597,310865.69926662446,47139.58269832134,394.1578851699829,0.0,1.6249574661255792,648.1644388198852,0.0,0.0,9.912249183654865,0.10833091735847233,3.3582475662231843,0.0,1.8131706416607187,3.2499176025390852,0.0,0.0,0.0,7.748803347349167,4.769737213850107,4.387389373779371
5,30190,None,None,[10],[5],585.07320702216,3.947178725237541,2399.227022515095,9,0.0,0.0,0.0,7.741378441285548,1371.7454172198693,0.0,645.8246139354919,244.2178345583797,0.0,73.09428320038177,0.3007133248147511,0.0,0.0,622.0067294367243,0.0,0.0,0.0,283.21819457043426,0.0,0.0,438.45754524831017,0.0,0.0
6,30190,None,None,[10],[5],242.49565732444745,2.609861806978051,784.883564170582,13,0.0,0.0,7.907875630913651,0.0,0.6682205316496947,3.2668963757956817,3.577756806117634,0.590531058427672,549.1046252483274,93.36905373596562,8.859070766262903,2.7912241540303455,0.0,0.0,0.0,512.4125841012815,0.0,0.0,1.143819308862419,0.0,10.773743129358053,5.371353161044198,0.0
7,30190,None,None,[10],[19],572.5306212494663,6.162943834888738,3130.9530887043666,18,0.0,0.0,0.0,0.32097842369554996,0.0,638.9580697895567,0.0,202.9470881709346,469.0147983880692,0.0,708.565173631833,0.0,338.67766445065723,1213.7376013861763,0.0,0.0,728.2142503938558,0.0,0.0,0.6954545386044515,0.0,524.2638853096669,0.0
8,30190,None,None,[10],[19],893.773359398055,3.2232507528551926,5224.780043593458,8,0.0,5.554081634238997,0.0,1575.5448793128685,1044.172165258431,211.00498814053006,185.86900643949153,329.9448881384767,775.4305660695205,1019.8988259044695,383.21207509217436,113.00253122824213,1328.5476393405302,0.0,0.0,140.09034913851892,172.30172518741952,327.6796454559138,3.039742893642938,0.0,111.45680308636324,277.450050789633,2.29079009868488
9,30190,None,None,[10],[9],2.496977242014062,2.743579253705313,11.458696847175826,23,0.0,5.4817894625377335,0.0,2.975827136671768,0.8967094076685953,0.0,0.0,0.0,0.2610376197172286,0.0,0.0,0.0,0.743200462984845,0.0,0.0,0.2088301325418911,1.0963564953172522,0.0,6.108279492481699,0.0,0.0,0.0,0.0
10,30190,None,None,[10],[9],534.0998306904314,5.491872058932849,3723.653739505358,8,0.0,0.0,0.0,964.5396202260798,598.2587151798334,0.0,1018.2866575501183,213.82640630548644,0.0,122.8308225111528,947.1389609250156,1.1817887046120745,0.0,0.44317020069470914,854.8340119448575,377.23650802265513,0.0,0.0,0.0,607.9214460199529,0.0,0.0,0.0
11,30190,None,None,[10],[4],96.39684561260712,2.456113318568212,266.90910858623266,16,0.0,1.1916357040404932,0.0,0.0,2.2207773208618278,0.0,0.0,0.0,0.0,0.0,0.0,241.6303386747838,0.0,0.0,0.0,0.0,159.4884866714478,0.0,0.0,0.0,1.8957851409912223,0.0,0.0
12,30190,None,None,[10],[12],168.92864522304671,2.508480149107731,362.46126949939844,8,0.0,2.343859067777231,2.5116582963524934,418.7407681883835,1.7780486955874437,13.07123046968033,0.917066457794931,3.1489339456324785,4.246250641055184,3.2699887578080507,2.9872072964178926,1.6259122185590797,6.90704666695936,11.485904995988022,11.802969979076863,4.311485825515291,15.502063495356765,10.693240491355311,9.847735730613124,10.746086516031369,1.4517020306936104,4.314604311454588,14.39233642671158
13,30190,None,None,[10],[9],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0310139602489699,0.0,0.0,0.14606270093602802,0.0,0.0,0.4381906745138622,0.0,2.1909561157226562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,30190,None,None,[10],[12],4.40071465820127,3.1286733268673537,29.734668455523362,14,0.0,0.0,5.344460877505242,5.298087905753789,3.6005559509451075,0.0,0.0,0.0,7.018661282279339,5.787631598386014,1.602131886915771,0.0,1.3066841038791779,0.0,2.685437592593189,5.73839113929057,0.0,2.4392302686517837,0.0,4.605843067169133,0.0,0.0,0.0
15,30190,None,None,[10],[12],11.5793299747375,8.43293302393541,89.93052216757548,12,0.0,7.287693023681641,4.834299044175566,9.848234436728802,5.19349843805486,3.939293427900793,16.892611693252206,10.392787673256663,11.177745992487132,7.041488820856273,5.228234453634769,4.480946107344238,5.242814020677088,9.01113354076034,0.0,8.194074137644321,4.037776253440114,8.567963166670353,0.6401351581919528,7.533900347622961,0.3040788173675537,8.567964033646973,0.0
16,30190,None,None,[10],"[7, 8, 14]",526014.4343883521,3.2895798502664597,1591717.0463147343,7,0.0,192288.0658885548,810147.5472515067,594914.8836596394,228384.29310993943,0.0,0.0,0.0,0.0,0.0,0.0,186666.66848644614,131729.08207831345,0.0,0.0,190725.77748493943,0.0,0.0,54034.71084337402,0.0,39444.53652108461,0.0,15270.15173192788
17,30190,None,None,[10],[16],34035.492274322656,7.918617300160712,231487.21424169143,12,0.0,0.0,5083.731000339285,7293.249609891107,20613.785118349864,26046.663273463535,31476.581850545554,40350.82272031448,31152.24640375025,21417.66688176323,28143.68398722481,27585.920101637006,7935.871368116495,10980.827215048848,21066.42148298376,13937.559340342355,9330.056040965814,12286.522570823225,20711.917932465498,0.0,8774.202336053291,0.0,12101.104949120912
18,30190,None,None,[10],"[7, 8, 14]",139770.83312431662,7.0105028929827204,821162.0939607276,10,0.0,39573.63583098259,38990.35927407141,85740.80028843018,132054.3919193314,147024.28564692114,156861.05235989124,111168.5127695842,86575.30292630487,104798.052538033,39733.87713770114,40544.87454242015,39974.32399299345,48584.729036997654,51599.636704961886,27566.087506029988,19240.64430917031,37122.11402617302,0.0,8019.541658516391,0.0,48549.87965117302,0.0
19,30190,None,None,[10],"[10, 18, 20]",64452.32197584248,14.995703114390853,574287.1604120665,12,0.0,2599.6597073403245,20431.526921889992,43802.32475021751,64736.51873953776,62422.79997653309,45913.91676327314,77417.52372725443,62437.120595162545,65208.52571523188,35687.36476292393,55019.59909613566,44107.879669460366,65073.510431473886,32565.59320706669,35375.984762375985,40295.41618382929,34973.973889795205,30292.480795827767,26718.76396902041,4387.0407375097275,29100.01621039347,2788.8012849742663
20,30190,None,None,[10],"[3, 10, 18, 20]",389571.1701049361,11.928281909200706,3254792.251920116,12,0.0,8098.180431547633,57537.59319196426,220573.5778547015,294362.801827567,304038.5764973958,365888.46070135204,409557.4947916667,413090.7389555432,343646.14099702385,304750.0232534863,270688.48204985115,282796.8123837426,311253.6944754464,204406.08965773805,200074.5885972522,138763.1203437078,219000.02985491074,190241.59570603148,86958.73818624584,130251.87479691283,118593.18787892658,135536.98433685297
21,30190,None,None,[10],"[11, 18]",651.0870785927752,3.3111819845988384,2866.810785309047,9,0.0,0.0,0.0,1075.8516856963374,725.19750868556,418.71051302300884,0.0,0.0,992.991416678371,0.0,3.037230106721381,662.7577380157377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,508.4097896311655,0.0,0.0
22,30190,None,None,[10],"[0, 2, 10, 21]",3268.4187096590035,8.954748605621484,18065.531324857686,12,0.0,897.6627999282464,191.41538908423445,1572.981376310674,1563.2876006335746,1089.617577343452,2778.5352606889674,4958.454064159859,2001.044414613305,1130.400032043457,1401.6119027486661,4051.7480732522363,0.0,3539.2478946592746,1013.7045269361356,0.0,0.0,84.47137767512618,0.0,866.1988704030105,0.0,0.0,683.3252053609708
23,30190,None,None,[10],"[0, 2, 10, 21]",846.7917289501563,4.608139868355743,2464.0414458003684,9,0.0,0.0,0.0,25.10397820356411,1962.9611287698517,0.0,1004.4825008438847,761.2190371024899,0.0,37.34479128442126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,30190,None,None,[10],[17],2308.2174763132025,3.118712985469873,10876.984557623888,25,0.0,1931.941379438747,0.0,0.0,0.0,0.0,688.3537130464206,0.0,2418.0429981621833,0.0,1883.12655823881,0.0,0.0,2440.0329467383303,0.0,0.0,0.0,0.0,0.0,836.3604459112344,5042.911652413282,0.0,1741.1279287338261
25,30190,None,None,[10],"[0, 2, 21]",1078.1895336773744,6.437755956744965,8141.362829262257,17,0.0,798.7263195838457,1.765387452678965,271.0342934690876,806.7691561851973,565.233642578125,69.62272600480065,75.96766097457322,0.0,1730.1190006585769,589.3036875783662,635.1413256680523,1580.8093322000386,951.9540013442804,397.61796193063986,569.9059879632644,192.92013304910535,830.2153953269676,603.3507355113088,752.0704654646509,1062.6875666394646,5.349657788688717,2.042301283942379
