mass_pair_id,sample_id,comment,substrate,detection,association,peak_height,peak_widthpeak_area,peak_position,timestep_01,timestep_02,timestep_03,timestep_04,timestep_05,timestep_06,timestep_07,timestep_08,timestep_09,timestep_10,timestep_11,timestep_12,timestep_13,timestep_14,timestep_15,timestep_16,timestep_17,timestep_18,timestep_19,timestep_20,timestep_21,timestep_22,timestep_23
0,32167,None,BG4,[22],[10],5.12730478566185,6.286443969887982,28.771658677918026,0.0,5.670639226466051,0.0,8.077985221956993,0.0,3.0493073640046475,10.859806955596554,0.0,0.32098096682710775,0.8754276464015049,0.0,5.2961627347969795,0.0,3.905252150547369,0.0,0.9629397922093119,0.0,0.0,0.9629394154490001,1.765387923629305,2.6748317200460576,0.0,0.0
1,32167,None,BG4,[22],[5],1346.328238857553,4.087163884189749,8851.687350858492,0.0,0.0,445.5956156012717,12.252366741051787,2329.164265407605,0.0,915.2783429863748,1022.5307590613204,604.1905103533456,2500.519976240865,0.0,390.17215831628005,92.90508030237777,1343.7000337236382,556.6069740231117,2086.9500949302414,1264.8529393056806,0.0,0.0,0.0,0.0,0.0,0.0
2,32167,None,BG4,[22],[4],1883.1279806260181,7.414838909822066,16011.593157705529,0.0,0.0,385.9521598815917,724.6534880518913,278.49476623535156,1400.7446411132812,2340.9545665740966,2155.1429437637325,1100.1287292718887,1932.8161739349364,2097.610992050171,699.5296337127685,228.36376075744633,1666.067889022827,1860.5195091247558,1687.8397016525269,1294.2896856307984,696.3988855361938,783.764557647705,473.6657329559325,1177.8837535858154,790.6771451950073,961.2861138820648
3,32167,None,BG4,[22],[10],398.97734283076875,2.905483146068498,2012.6451729711232,0.0,161.46055786868183,0.0,0.0,0.5742832781320999,0.0,0.0,661.5865438070642,0.0,887.7507423492799,0.0,0.0,171.4636350539794,2.0883002223739027,0.0,784.0884572224445,334.64426210702186,79.92976177169626,1.7750559427653343,0.0,0.0,4.8552988810712066,0.0
4,32167,None,BG4,[22],[10],587.2917085300735,2.781726602245051,1175.6729129518033,0.0,1.4178363680840107,0.0,5.199868392944353,3.899901580810564,2.0041165351867676,5.416529083251959,0.0,0.649983787536712,0.0,2.870759963989258,0.0,1034.850650691986,720.2890239715575,0.0,0.0,2.545769119262758,2.6540988922119766,10.453902244567843,0.43332214355470455,4.549884986877544,8.178960227966314,0.0
5,32167,None,BG4,[22],[5],594.087312139383,3.164991668394382,2010.8289298023603,0.0,0.0,0.0,0.0,515.4577303254202,1169.6221279187148,0.0,0.0,595.9794073212013,798.41328387314,0.0,0.0,3.2620884756022974,0.0,0.0,0.6329404852363325,8.715134181333383,0.0,0.0,0.0,4.722725428891977,0.0,0.5355651512572877
6,32167,None,BG4,[22],[5],322.67307157121166,2.543674417958515,833.0480814596838,0.0,0.0,0.6341309896328937,4.121847199230643,3.7519384244592686,1.4361815452575684,1.743858337402429,406.6881611521651,8.455071612102216,4.70313411805688,7.186810191084703,797.2753891363376,9.723331358374622,2.4836771895245704,7.503876290670291,2.325144604938771,0.10568925811023178,0.0,4.280380062940594,4.967353820800781,0.0528457455518776,8.032318301317162,2.281616106265915
7,32167,None,BG4,[22],[19],326.96606124837626,2.4869512075351388,1626.8539053867507,0.0,3.2664317319422764,9.254908620575293,7.168541990680438,8.345468026620352,85.6661970350477,0.9094424777560448,2.1398626256871864,430.42472349567174,0.0,1.28391765076438,693.79571854038,0.0,8.773439948941473,10.431835221655547,0.5884621702594188,815.6124212947892,3.263292100694457,0.5884614167390225,3.637767838843075,5.938120524088504,10.806310394663939,444.3418775016879
8,32167,None,BG4,[22],[19],599.3425407989517,2.562161369073813,2731.249956875951,0.0,0.0,324.6123538547091,0.0,706.4797719555136,0.6419589195722324,0.05349580741224713,0.0,913.8230168201304,458.87099390854064,0.0,0.0,0.0,0.0,3.2632904052734375,0.0,1498.9001403561342,0.0,0.0,268.49436216001146,0.0,0.0,0.48146867163387697
9,32167,None,BG4,[22],[9],3.8492066948972186,5.137939283208425,27.535764256714018,0.0,0.0,0.0,0.0,1.3051871793815906,0.4176593458797129,5.116335949265817,0.0,5.638410637177628,0.574281807405356,5.899448624576536,0.0,0.9397332984280808,0.4698684876223638,0.0,3.8633553378554097,5.663931973009227,0.0,8.770861062658838,0.0,0.221039622663028,3.4456955323736906,0.0
