mass_pair_id,sample_id,comment,substrate,detection,association,peak_height,peak_widthpeak_area,peak_position,timestep_01,timestep_02,timestep_03,timestep_04,timestep_05,timestep_06,timestep_07,timestep_08,timestep_09,timestep_10,timestep_11,timestep_12,timestep_13,timestep_14,timestep_15,timestep_16,timestep_17,timestep_18,timestep_19,timestep_20,timestep_21,timestep_22,timestep_23
0,30842,Positive Control,None,"[21, 0, 18, 4]",[10],161.64644962863514,2.8682213059558617,577.3013352269495,0.0,8.340342537060168e-06,7.009324390123879e-07,1.600481154987373e-06,1.6078283880880708e-06,1.8981281520335628e-06,1.5154370232383623e-06,1.2923214146134076e-06,1.843272038943321e-06,1.553324422902469e-06,1.4590357256509542e-06,1.5941512511138414e-06,2.5926856601864624e-05,1.4721139296887715e-06,1.4662707418665286e-06,3.275298082387283e-06,1.8686408481883098e-06,2.4241951873425368e-06,1.8562046702841572e-06,2.111850811673813e-06,4.267605111808527e-07,2.709169180160222e-06,0.0
1,30842,Positive Control,None,"[21, 0, 18, 4]",[5],43431.70111383821,16.928253995835956,426891.25091780035,0.0,0.00017744745240407412,0.00011958919052597573,0.0004999917471259814,0.0010470860825714872,0.0016805957111209744,0.0015631514241479024,0.0015789796011004033,0.0021800583610468035,0.0018987076893216518,0.0023764783113657366,0.002077595183422428,0.0023037655320548374,0.0031572360583954732,0.0029430099071202868,0.00353454178065419,0.0037977252544438393,0.003351595416643522,0.0034299416820084416,0.0034527672160060093,0.003401641564715801,0.004145145887262922,0.0035849963266101916
2,30842,Positive Control,None,"[21, 0, 18, 4]",[4],449507.4033008147,14.507403271267323,3900676.3807986584,0.0,4.840000723765308e-05,0.00011189854851943405,0.0010179653236624831,0.00257487077784973,0.003518305244207344,0.005975828918730086,0.00806919087593027,0.013045673539390314,0.015629915827489495,0.019490656765280924,0.02588747886131079,0.03271987027462346,0.03218907403329836,0.03134766299511899,0.039412799925353965,0.04245624289435803,0.039461648528378634,0.0429432344599033,0.04584450853274879,0.04987848982913685,0.05037082121226657,0.053514040929919376
3,30842,Positive Control,None,"[21, 0, 18, 4]",[10],1357.6113668104827,10.181021103191338,11290.446921096367,0.0,0.0,1.5938695345701962e-05,5.633134412176001e-08,3.317620942323157e-05,4.568641323663037e-05,4.4444924879166725e-05,7.830991236455187e-05,4.079920816347507e-06,3.3193631795859525e-05,2.8344669056564936e-06,1.2623209109295606e-05,0.00017781380338967965,6.54662071517169e-05,7.886159926922394e-05,9.470123466343033e-05,3.149041712627861e-05,0.00010395256872170384,0.00011255486870111407,0.00028155991987540823,0.00010727908786748206,0.00014339960553448649,0.0
4,30842,Positive Control,None,"[21, 0, 18, 4]",[10],489.3600275017109,3.772176152342819,1652.3098588994292,0.0,2.3318102873829123e-06,4.638627482582058e-07,0.0,1.7297280649733567e-07,0.0,1.0213337668970975e-07,8.504940936153083e-08,1.0758634897459857e-07,3.063751595458856e-05,0.0,1.2220037304838032e-07,0.0,7.791064824636798e-05,0.0,6.760680217443e-05,1.1012786889053328e-07,0.0,0.0,0.0,7.625205121892185e-07,0.0,0.0
5,30842,Positive Control,None,"[21, 0, 18, 4]",[5],5272.760848146504,12.839154740390871,42473.70784008287,0.0,0.0,0.0,0.0,0.00013594215132616574,5.707221137733655e-05,0.00010602329479561485,8.1243332481887e-05,0.00023740906810374465,0.0002239102339892324,0.00018739724736673922,0.00026023684177064495,0.0004298560380615086,0.00021324885663235528,0.00030873639230263015,0.0008440233994337617,0.0001722352261425606,0.00036875868369183856,0.000514680449813244,0.0003276889473136472,0.0004074463691887963,0.00012750691057672773,0.0003679859207333723
6,30842,Positive Control,None,"[21, 0, 18, 4]",[5],2110.271619494808,5.477347108491728,13491.776473631331,0.0,0.0,0.0,1.767648606018096e-05,9.334740348103524e-06,2.068796465213413e-05,5.4040311738915787e-05,5.3626621254233866e-05,7.001189714800365e-05,0.00011801482798716185,0.0001276656480057405,3.770713209651535e-05,2.4890326832879575e-05,0.00010880154129597995,9.37645799291471e-05,0.0,0.00027254638822740544,0.0001082488629339106,7.852990629088778e-05,7.115884817122352e-05,0.00011379063235388863,0.00016336576065105278,5.8766455780525984e-05
7,30842,Positive Control,None,"[21, 0, 18, 4]",[19],707.6276633340441,4.5065242098988065,5676.685152039853,0.0,0.00013319294755344098,0.0,0.0,0.0,2.2973040223960734e-05,8.210645479628563e-06,4.568497192110031e-05,2.0673089375919755e-05,9.264258813187663e-06,3.8249699372581934e-05,0.0,4.600005034761431e-05,0.0,6.368717575261437e-05,9.823785290189233e-05,4.0552967183531846e-05,0.0,2.2028303678727035e-05,0.00014508837905067193,8.308617963656617e-05,1.9732114357769372e-05,3.862674565002867e-05
8,30842,Positive Control,None,"[21, 0, 18, 4]",[19],18494.988521994892,13.873967437122449,153950.88453525183,0.0,0.0,2.2302244777837774e-05,0.0001272333633487248,0.0002502492471798167,0.00028121549318306597,0.0006049766139615854,0.0006443413933040794,0.000875350149100672,0.0008274881231654198,0.0009898017522492995,0.0010666569841448993,0.0012502133663101704,0.0008116260839374897,0.0008718479026910733,0.0013910053327878394,0.0012475844189911611,0.0012221297028549404,0.0018396946139303122,0.0012009529665782486,0.0008001586256041785,0.0008941573184389477,0.001037098492978824
9,30842,Positive Control,None,"[21, 0, 18, 4]",[9],2.457685975245293,2.4521719228628935,4.0224806335413765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.118071917731805e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,30842,Positive Control,None,"[21, 0, 18, 4]",[9],2049.7223803853285,3.8913892826748286,14158.330165911302,0.0,6.135943499380742e-05,1.886438919821401e-05,9.697760436753233e-05,0.00016372490183148874,4.2245305185093207e-05,4.28228793309818e-05,2.3485767510641288e-05,3.5495550179892914e-05,9.475251455252116e-05,3.3568706194550714e-05,5.8315474059194955e-05,9.438288521560898e-05,5.1360507067106324e-05,2.2138464692710476e-05,9.246018151274435e-05,1.2646671863848523e-05,0.00011277764860414895,5.003600890431725e-05,2.471370691014842e-05,0.00045322407142991294,0.0,0.00019705632556664103
