mass_pair_id,sample_id,comment,substrate,detection,association,peak_height,peak_widthpeak_area,peak_position,timestep_01,timestep_02,timestep_03,timestep_04,timestep_05,timestep_06,timestep_07,timestep_08,timestep_09,timestep_10,timestep_11,timestep_12,timestep_13,timestep_14,timestep_15,timestep_16,timestep_17,timestep_18,timestep_19,timestep_20,timestep_21,timestep_22,timestep_23
0,30834,Positive Control,None,"[21, 0, 18, 4]",[10],148.2356958302444,2.4637413361460005,246.03339604957853,0.0,2.13986243730713,0.0,0.0,0.0,0.0,206.6532297958562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371.4755921540436,0.0,0.0,8.559453893590899,0.0
1,30834,Positive Control,None,"[21, 0, 18, 4]",[5],10249.501464399455,7.6925750854209225,67046.17832186786,0.0,2938.1750458920937,7625.340976586503,8488.944324021928,5349.996827372005,8918.241330950446,10454.695826841204,12357.649886056279,8151.776707917118,5554.691092416142,2367.523196273975,3838.3428852209886,2304.2897031976936,2494.7348759683327,6589.4828995265325,3524.675936881076,1742.2540896983628,1493.0676667288449,2123.08507906453,2835.7603551457437,2605.56354642718,473.66836170668023,1264.6900831929752
2,30834,Positive Control,None,"[21, 0, 18, 4]",[4],1000456.2282105205,12.694937662407876,8532197.111554204,0.0,17858.576353263856,188856.24684238434,381905.7793497085,485309.5796426773,689745.2822793961,827970.2599161149,945887.3659708024,993563.7460489273,1045978.9480997087,964347.8358926773,942878.0907754898,806135.4044473649,747558.1192422868,688771.0466348649,582320.2257364274,537368.4390176773,470234.0101114273,424641.0355020523,414070.2129434585,367619.60142002103,339251.1224161148,321890.5083536148
3,30834,Positive Control,None,"[21, 0, 18, 4]",[10],1021.4988717824392,5.543840446090368,6660.105786198263,0.0,4.01997927010774,485.6035035834255,261.65671815067884,123.06263907558946,568.2315106679157,1721.3792508596396,1.0441491000623557,3.184657453054399,0.0,1.5662250748600002,225.6202095675181,309.6121996224644,1235.9017505875552,878.2072874321993,8.405409203954463,2076.9078177026954,569.8597902045192,0.0,2.505960395537187,456.59523644504776,988.3490222793027,423.1091137621776
4,30834,Positive Control,None,"[21, 0, 18, 4]",[10],184.67978289781806,7.184677558005006,781.9012993690245,0.0,7.962298202514745,2.220777511596765,1.5166288375854435,0.6499834060668945,1.624959945678711,1.46246337890625,0.0,0.0,8.01646442413329,1.9499502182006836,1.083305740356451,0.0,0.0,364.0219551086426,0.5958188056945914,353.20586662292476,0.0,0.0,458.97836647033694,0.0,0.0,1.7874555587767986
5,30834,Positive Control,None,"[21, 0, 18, 4]",[5],16966.158659805667,8.998497307577686,109254.61961736302,0.0,1166.5553539147536,13334.772104670494,16182.866763254231,18652.05320182543,16662.989544472,14668.548237832745,13051.837481466573,17482.724388465453,15053.869667567564,9584.856850099028,7295.691138106786,4420.772894334257,2861.602960050776,4958.3728131926455,1579.939020735494,4166.057864157001,3559.4107786028576,1916.08357395215,337.6411883750659,430.14143388726734,0.0,746.5186209517917
6,30834,Positive Control,None,"[21, 0, 18, 4]",[5],612.9141154107726,2.7286587271828147,3165.3181339811836,0.0,174.76943811556188,318.7457645695383,0.0,0.0,169.71542953863374,277.84884531905016,123.52198475163155,3.0121177115091484,800.9200965137017,0.0,207.76734794058453,0.845506435487323,206.5564476571432,1406.4192761677068,0.6341291288051139,0.0,165.09555072319213,0.0,739.5111755743259,0.0,297.3872390374904,4.755975304580318
7,30834,Positive Control,None,"[21, 0, 18, 4]",[19],541.8456175044735,2.9222201495909133,3076.6464555790717,0.0,253.07085541148254,0.0,3.9587466392988517,249.4198028187694,0.0,4.600706312391509,507.3333857030044,183.42338543173716,409.35285422242714,5.617142100393039,7.061550375856001,168.67247084629392,1011.9302743040486,0.5349663628472285,0.3209791772159747,0.7489522298178031,341.4596480381341,0.0,194.2268177550516,306.27493493350937,1146.0360708354433,0.0
8,30834,Positive Control,None,"[21, 0, 18, 4]",[19],86932.43967727158,9.267403273257772,598955.4321920067,0.0,16765.30079500175,71761.04376616301,88583.65271014931,88848.34083368749,89680.46442045989,74743.3208855523,80962.22874036248,67977.72045050727,63937.36455630079,52047.03668099863,37929.619150044,30687.502992418078,31631.464941330898,24362.51410646792,24291.47623867459,17612.34467249741,12274.780583322783,11598.604710331669,9150.115129070517,7866.630664401584,10346.932593828365,10684.871618624087
9,30834,Positive Control,None,"[21, 0, 18, 4]",[9],121.33733679776611,2.481000673721841,214.47323840084735,0.0,1.148563430969915,0.0,0.0,0.0,3.9677684737974914,0.0,5.064127175204646,0.0,0.0,2.4537506103515625,6.47373043198175,0.0,0.0,5.325164978762615,2.4537507941923877,301.9377349485833,0.0,0.0,0.0,0.0,0.2305604406149655,0.0
10,30834,Positive Control,None,"[21, 0, 18, 4]",[9],174.3847567293394,2.4912426432644192,1445.284876565236,0.0,0.24620628356933594,0.0,0.0,0.0,436.397517897866,0.7878585295244136,1.4279949881814105,0.0,142.31155360828743,194.48469907587221,129.22018224542788,8.124794439835966,0.0,0.0,243.66497031125166,261.91585072604084,0.0,171.49069647355518,0.0,356.01740498976267,0.0,320.4995369477705
11,30834,Positive Control,None,"[21, 0, 18, 4]",[4],3769280.319551016,6.702635798194382,20838418.032667,0.0,709254.1638933182,4789664.015455818,3872847.8498308184,3521648.909205818,3014390.081080818,2660434.313893318,2227672.0232683183,1806104.0904558182,1402245.2052995681,1108709.9006120681,869500.1388933181,1271210.2076433182,977656.9193620682,788106.5588151931,666468.0467058182,541573.9685808182,457116.27404956816,394573.9543230057,324757.25832691195,269895.5351823807,241852.64270191191,205269.51897144318
12,30834,Positive Control,None,"[21, 0, 18, 4]",[12],3.826756456877635,8.612955018947645,30.9865393904068,0.0,4.438913298816345,6.816900765023632,0.0,0.0,2.589365517220955,0.0,0.0,0.0,6.922588441430065,3.3820285331913453,0.0,4.755977351491083,0.0,6.024239144674226,3.064963922268106,4.650290140291645,0.0,0.0,0.0,5.231573988751762,0.0,0.0
13,30834,Positive Control,None,"[21, 0, 18, 4]",[9],1.282272627447115,2.5262360054911497,5.499041132621207,0.0,2.1422696060010082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9250718020321926,0.0,0.0,0.0,0.0,3.2134035946278914,0.0,0.0,0.0,2.288332478384035,0.0,0.0,0.0,0.0
14,30834,Positive Control,None,"[21, 0, 18, 4]",[12],5.175140864303554,2.9597777621270254,25.315512554278804,0.0,0.0,7.3861770629883665,0.0,0.0,0.0,0.0,2.166612278331513,8.51872426813307,5.170323198491843,0.0,0.2954483899204092,0.09848187186508994,0.0,0.0,0.0,0.6401353315874587,0.0,2.855988242409495,0.0,8.321758790449707,0.0,4.037778160788889
15,30834,Positive Control,None,"[21, 0, 18, 4]",[12],9.988482123294592,8.799979195417933,70.7672687591713,0.0,4.825634869662139,0.0,0.0,5.416528875177448,3.7915696230801643,6.401353229175811,6.499835534529211,5.170323371887122,13.738288012417797,10.439128789034697,6.2536293376575145,2.7082642641934456,8.863412857055664,5.859699335965161,0.9848238338122997,3.4468829415060327,4.628671559420411,5.071841239929142,0.0,10.980782855640712,0.19696435061359807,4.382463801990838
16,30834,Positive Control,None,"[21, 0, 18, 4]","[7, 8, 14]",761409.4718312016,10.835136556832085,5707467.681879487,0.0,362748.8623870481,873561.0367093375,757189.6570030116,838221.7998870481,438575.11314005964,398653.0628765058,746282.1588855423,423250.3108057231,236651.83772590384,618372.3175828308,412743.4342996981,426656.0227786144,150885.4710090356,347818.6379894577,297272.6735692769,213506.49792921636,280944.25903614424,204147.3072289154,192625.09243222885,75529.51374246925,308385.2816265058,240115.29819277115
17,30834,Positive Control,None,"[21, 0, 18, 4]",[16],44358.81993884537,12.252802840215878,399637.2810128369,0.0,7581.322474939683,20427.298961145738,26763.714871395336,30318.93815680111,55953.01587614172,43074.05956905589,40658.142661779064,34067.32678168802,43988.05038954791,37215.783187148154,39373.67131886201,43745.78612401625,28845.629151467714,21756.146053359087,19724.396043844783,22916.422292193238,15796.683255543423,14112.187016206626,19247.497765215703,15684.136222480323,20103.141306798592,16792.24331772748
18,30834,Positive Control,None,"[21, 0, 18, 4]","[7, 8, 14]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,30834,Positive Control,None,"[21, 0, 18, 4]","[10, 18, 20]",143427.25519236346,11.202674617971814,1182665.2050504263,0.0,28788.76543686606,55788.24172436108,75063.56757233359,104674.88297843933,135126.64953994748,138098.3503412767,126024.48977071591,133263.50372921335,167312.61563405124,126636.09891371292,109801.62497381729,93891.9481757771,89265.6130993583,72043.98576875165,48821.54827811502,52637.54860288446,52669.85147250781,35918.03321907736,57681.706426967285,39782.42822993884,51905.34117889404,31561.730528918182
20,30834,Positive Control,None,"[21, 0, 18, 4]","[3, 10, 18, 20]",814796.764351239,5.030839266506858,6234713.830024887,0.0,164921.12603142153,396179.21122487384,549209.1978785198,797621.2585184006,891309.9053747994,911396.2614364624,244705.65835098998,227527.54797617596,227502.21982792445,189827.0340505328,686297.5143777756,591368.1365410942,579319.620962597,536160.5228878201,484356.9294633412,399089.29420943494,382312.250487918,327131.8454789662,307359.9403188796,286586.4566443307,254677.2111318679,201253.59785643086
21,30834,Positive Control,None,"[21, 0, 18, 4]","[11, 18]",6274356.893821244,9.427731439957734,43396597.45792306,0.0,3996797.271597069,5062890.55096454,5948180.938389239,6373012.424458516,6439649.885301889,6182459.052470564,5573843.677470564,4878924.460226588,4126869.563012732,3307603.9112808043,2700996.623630202,2250259.297199479,1841454.8325910452,1434976.5571768887,1161850.2978113012,960700.7467947351,773332.9321298255,663754.2563485755,1045686.0752962412,910304.2450063315,746851.9535906689,659094.5681896899
22,30834,Positive Control,None,"[21, 0, 18, 4]","[0, 2, 10, 21]",3322815.7176361135,10.264498548589081,24725006.529994946,0.0,1374956.8764052973,1296069.024509337,2274876.560665968,2756638.8286728277,3191373.47129859,3584643.1603229805,3199427.8535394436,3231625.012838224,2816860.0176019436,2255549.7704601754,1911477.774747523,1739821.3466796875,1586927.9116568216,1279880.7199171113,1176407.061499619,852954.8393435595,801768.0095036204,747955.2380668826,635561.5409441693,518202.9233279345,457950.4692501906,478892.2351848323
23,30834,Positive Control,None,"[21, 0, 18, 4]","[0, 2, 10, 21]",5472239.437859946,10.554407000553024,42401128.1216936,0.0,2001977.5325838411,2469477.0104801827,3739963.676257622,5118190.707126524,5739147.08898628,5516206.978849085,5322409.140815549,5178098.672827744,4887977.008193597,3940302.8454649393,3652745.588224085,2783170.2745807925,2529696.5750762196,2334104.5724085364,2060448.5550685977,1581946.3765243902,1345314.0626905486,1364687.4572217986,1117581.5505430643,1114586.5910823173,912881.9666539634,725337.1878810975
24,30834,Positive Control,None,"[21, 0, 18, 4]",[17],507029.2896275928,11.014274567463625,3965365.8256521663,0.0,99980.5312700055,269575.53693743184,330596.9416036389,437031.0013039979,466352.82757748256,495018.0535601486,580297.2699159059,428614.3884163553,423790.73961195076,441098.26206179097,261226.7215084379,304569.1795838746,281008.9559056325,198194.35337246547,186028.07202744484,178494.88380941478,159906.1849891706,129288.1589692506,110282.65942892162,125807.9432375431,120118.62694152919,94176.18645249713
25,30834,Positive Control,None,"[21, 0, 18, 4]","[0, 2, 21]",30451.4813322149,15.126102345686597,284283.52315290156,0.0,12275.73758278364,12189.20263926188,19207.554905667716,23129.673507878808,27143.33070373535,35138.763906785,26781.05579662323,31970.065185452684,31572.878564151713,27061.381024207596,20680.457531987886,29492.00722531919,23462.89440965064,13964.192960197543,22274.0507784243,13056.172966474367,18558.19610614541,14488.331067874107,11106.460476722246,7681.897614278911,5229.897744261189,13296.895645895122
26,30834,Positive Control,None,"[21, 0, 18, 4]","[0, 2, 21]",891693.2823719212,13.530750847184638,8177751.599039932,0.0,311763.0577196663,510064.74658787105,640416.6295571033,870293.8634980755,941003.444444256,889741.4333765476,842731.0416423656,915238.9150991557,944082.1295149061,712017.5331547112,758855.5646458379,568956.5982829906,520648.0382183687,545508.8446419798,491417.88712847675,365240.7843000624,348937.63691880973,368297.0492860771,297548.2646361928,311103.9873647808,253980.6507039011,225786.37010701498
27,30834,Positive Control,None,"[21, 0, 18, 4]",[7],78230.70754721727,9.964196681512679,569830.4928860368,0.0,17612.993152034986,19241.754017369887,47494.14868814805,40784.40568309111,66639.6590252147,78484.52015524471,77233.43618038401,84077.56771814683,75612.38887750963,47458.22032318115,43080.06672022203,45107.45397428625,48934.10662689209,20723.98292559455,24314.529600749294,19642.362665153953,28702.92035235237,21440.382759183994,22702.435896391027,17094.27133555693,14933.558862484204,18934.41617449592
28,30834,Positive Control,None,"[21, 0, 18, 4]",[6],703.2442175532652,2.532425991031527,3220.2489722827113,0.0,77.03826970229915,1712.4033991495767,4.654204474555115,3.744762373559297,6.687074731897383,694.8958914485978,3.6377688749336414,579.4028995655201,11.715751836329275,3.5307753763081564,6.152107615529701,5.991617932731771,6.7940671002423585,715.9501035713855,0.0,735.5363304585586,0.6954569875458674,3.049306516294166,0.0,4.921686902458333,0.0,445.9630316275137
29,30834,Positive Control,None,"[21, 0, 18, 4]",[17],43265.140188814425,12.59801486168525,351487.2033536573,0.0,5945.490002521716,9171.796593053718,20008.79436938637,37798.26788890236,40495.06152540508,44749.20077827855,38619.87659016659,40709.26532259489,56235.41069717407,24620.821054197615,31261.660702143214,27897.47149860984,25640.8409766147,24362.578240766023,26636.04380657798,20695.578907655414,12778.709064764726,11453.579552258943,13882.17875852083,7904.196833841424,10628.637544652036,11235.327724115472
