mass_pair_id,sample_id,comment,substrate,detection,association,peak_height,peak_widthpeak_area,peak_position,timestep_01,timestep_02,timestep_03,timestep_04,timestep_05,timestep_06,timestep_07,timestep_08,timestep_09,timestep_10,timestep_11,timestep_12,timestep_13,timestep_14,timestep_15,timestep_16,timestep_17,timestep_18,timestep_19,timestep_20,timestep_21,timestep_22,timestep_23
0,31877,None,Per3,[8],[10],690.6474056632678,3.0664289097705435,2821.524031808973,0.0,0.0006982090683111451,5.651660277770785e-06,7.627948640956972e-06,2.4563592395695034e-06,3.7822126751309283e-06,4.3704021501436865e-06,5.426838586644942e-06,0.00021282564693718165,2.279645849314875e-06,8.780384260139925e-06,0.00020756302927891162,0.000879145398912323,0.0005135546618558731,6.268354681939179e-06,3.7557001929952812e-06,0.0002600404756029412,5.972940126014793e-06,0.0005753843512526502,4.265513627683314e-06,6.735892954356819e-06,7.925387229086027e-06,8.03868934667082e-06
1,31877,None,Per3,[8],[5],78390.91451485653,12.509215669482478,639344.0289290419,0.0,0.0018870245515327827,0.009052264954882297,0.020627392179855344,0.034870674319750376,0.04736145437461732,0.0386639000427701,0.04482219923230761,0.04317198587961613,0.04300465668028769,0.03841259466912797,0.02283334782698896,0.03599523898317309,0.0425155435002502,0.03727972756812761,0.038467602405855165,0.020987066133394516,0.02281495290004539,0.01782474997248416,0.018511001816761935,0.02847027741505014,0.029232287593021506,0.01494936074380617
2,31877,None,Per3,[8],[4],4277.739994322049,17.171541779438225,41330.00726018161,0.0,0.0,0.0,0.0016423845160538993,0.0012879404494375785,0.0022092556400146544,0.002222450759168048,0.000357423631096315,0.0018242754222579,0.002398504912204686,0.0011629101149173158,0.0033848410107255077,0.00251098174881264,0.0032702087641348215,0.0019102063578860127,0.0024291960376378883,0.002960351492223884,0.0018964502696996704,0.0031311669114489522,0.002468864029263441,0.0018468461081887193,0.0012322693564537596,0.002627702941705775
3,31877,None,Per3,[8],[10],743.745431918428,8.088581865879002,4026.868518261463,0.0,0.00036363116595217404,0.0,0.00011129873872071805,2.2742379144251863e-06,2.053904739691421e-06,0.00043750290069676575,0.0005033382606222557,0.0003084143497829825,0.0005308877580235243,0.000324765259581911,3.2502447748027083e-07,0.0008044936182732667,0.0004916882210622261,0.0,2.0362306843039042e-07,3.3237805617001324e-06,0.00021295358538757174,3.2787890541071663e-06,0.00011299496401100374,0.0,5.215047726258212e-05,4.7499271352064686e-05
4,31877,None,Per3,[8],[10],64.72116869075494,2.7039833623750713,167.61523529046,0.0,6.275202942076255e-06,2.0740113855370452e-06,0.0,4.5462416861160295e-06,0.0,1.6582083684943965e-06,2.093486339947106e-06,2.7241382775657313e-06,1.8738093193005652e-06,2.6664041157573163e-06,3.781859066870186e-06,0.00011628773105109487,1.0283174640024013e-05,4.623837329263369e-06,6.784787518193404e-06,4.2966184956794885e-06,1.0885914218665115e-06,2.8960584756965744e-06,1.8459477884453798e-06,5.959203221404361e-06,1.2744319326693651e-05,5.155460354994323e-06
5,31877,None,Per3,[8],[5],9409.341531502943,9.963166637953735,68823.91333212357,0.0,0.0,0.0010506738741890957,0.0010316890528813227,0.004860908749693401,0.005982959510648975,0.004480788937514717,0.005456216575977261,0.004467533106854448,0.0027593248158232424,0.0031915893207773126,0.0034402692864178345,0.005464795037902097,0.0038951640844935567,0.002379454822400981,0.003571048415003504,0.0018301629995343257,0.0009188175709783435,0.0007934511204616706,0.0014884039672476274,0.005236149765191783,0.004428613771701492,0.0043622094094610386
6,31877,None,Per3,[8],[5],3984.5884288670804,6.442760846338643,30214.925228659493,0.0,2.1820669866826055e-05,0.001164956130450668,0.0007875481661480821,0.0021552568477794898,0.002061230053380259,0.0019970726339885634,0.0026540248039822953,0.0014364964191909703,0.0013730576188846753,0.0009014253905147261,0.0008876521041669529,0.002177218359269267,0.0022294520879252776,0.0017266101637190036,0.0013793589669067229,0.0010696907831512774,0.0013984698481634905,0.0008234222822835146,0.000849549062975575,0.0012132469737780253,0.0011516727713876524,0.001922276431214082
7,31877,None,Per3,[8],[19],3576.7482883251487,8.498393561184301,25592.825483547345,0.0,7.964966716044948e-05,0.0009697369786183629,0.0012350256923663167,0.0013374324195520343,0.0007087208263139438,0.0008876125495626018,0.0016384335996507667,0.0018714036978653677,0.002901403506289519,0.0016584335998634208,0.0018264671040892646,0.001924646742208336,0.001537894868698281,0.0013959399935387282,0.0006632683481973184,0.0001433522390275288,0.00021957464127782757,0.0005177251506612665,0.0016112462061525304,0.0014023041852216514,0.00144932046416896,0.00030558046298170973
8,31877,None,Per3,[8],[19],860.8072013752678,5.011060230370987,4949.007802586313,0.0,0.0,2.009754795682721e-05,0.0005150385367838113,0.0003995403211559296,0.0,0.0002142193868153297,0.000846376832905299,0.0002600557138041355,0.0005414608032377078,0.00037345286459594993,0.0,0.0,0.0,0.0004952664382812218,0.0,5.000562788236197e-05,0.0005471469261087605,0.00020193008931744196,0.0003441580632028607,0.0,0.0,0.0
9,31877,None,Per3,[8],[9],242.64311143097189,2.4654392726804026,669.5552243698019,0.0,1.2169714357459171e-06,2.959523700360569e-06,0.0002402661006616629,7.37591242379834e-07,2.232505147281179e-06,3.6776836318864894e-06,0.0,4.398087566791201e-07,2.6292071723215552e-06,0.0,0.0003144124044081451,2.083004807403953e-06,0.0,0.0,3.4615798304862654e-06,0.0,6.67444327460398e-06,3.1097794010824015e-06,4.52158660998343e-06,2.1911947086259613e-06,0.0,2.4033773872357098e-06
