mass_pair_id,sample_id,comment,substrate,detection,association,peak_height,peak_widthpeak_area,peak_position,timestep_01,timestep_02,timestep_03,timestep_04,timestep_05,timestep_06,timestep_07,timestep_08,timestep_09,timestep_10,timestep_11,timestep_12,timestep_13,timestep_14,timestep_15,timestep_16,timestep_17,timestep_18,timestep_19,timestep_20,timestep_21,timestep_22,timestep_23
0,31612,None,Per3,[10],[10],9318.330597608187,2.7325831116359174,19016.689834379977,0.0,0.0,0.001287992398366583,0.01458081995934824,0.05962194056362129,6.541740272068974e-06,0.0,1.5648059485392083e-05,0.0,0.0020299892945810608,0.0,0.0,0.0,0.0,0.0021531733578758674,0.0,0.0,4.592497248839743e-06,0.0,0.0,1.2060714985550022e-05,0.0033816342440679977,0.0009752458970899076
1,31612,None,Per3,[10],[5],2525.270832404438,4.111825191631642,13319.310736731062,0.0,0.00020401007060113764,4.756413433950975e-07,0.00297669559827997,0.008867933023592225,0.010965436068534208,0.0030555550139263056,0.003111054084168061,0.0008727295374747206,0.00101444097107061,2.2380510622771553e-05,0.003164524554501478,0.0004679847378001889,0.0013983080412178878,0.0016854477035300466,0.004823361410252279,0.006652782031818274,1.3792963427425467e-05,0.0035321585719117286,0.006442460853245435,0.002104105085657975,0.003647556416301071,0.001722647063590371
2,31612,None,Per3,[10],[4],1263.445665827519,4.267813557204599,9163.860380633512,0.0,0.009863641339118635,0.001229612124965165,0.003253106621563422,0.00518749260062585,0.0015818177480302694,0.0016283094609832235,0.0006785651470905875,0.00267829579475644,0.0028490700788274623,0.0004893031240834942,0.0006923747949287427,0.0010149537644128463,0.004588432087424381,0.000795897646671269,0.0002716590972453477,0.0026180906882456788,0.002786330356370943,0.0037314507891981013,0.001483882418840904,0.0027186055621112814,0.00027501028665376654,0.0017948034755299025
3,31612,None,Per3,[10],[10],1179.2430554202408,2.801176051376779,2641.9248076727945,0.0,0.00015330272772217965,0.0,0.003592888419312835,0.004910542210569277,2.4154891068797337e-05,2.8240139680105065e-05,1.4144443589612947e-05,4.36821374432745e-07,1.204092414318212e-05,2.3625338046735255e-06,0.0,4.1788056320764276e-05,2.1838931228826744e-05,3.278042577778558e-05,0.0,0.0009947623700407207,2.711507614591672e-05,0.0,0.0,1.6155026854110612e-06,8.906010853169286e-06,0.0011968071621393974
4,31612,None,Per3,[10],[10],133374.5037470945,2.828117661402967,265026.53775763296,0.0,0.0,0.021865817849019382,0.2899317848358919,0.7523503954578911,0.014740269511006043,0.0,4.805042220395148e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4469063523293134e-07,0.0,2.394406849932251e-06,0.0,0.0
5,31612,None,Per3,[10],[5],406.7131704058391,2.4826959792933607,1392.4231927105332,0.0,0.0,2.378212299981751e-06,0.0,0.0,4.413973427142505e-06,0.0,0.0024435620799432337,0.0,0.0,0.0,0.0008893594319481198,0.0,0.000692614090152275,0.0009165271894849001,0.0,0.0,0.0,0.0011858207388308565,0.0,0.0,0.0,0.0
6,31612,None,Per3,[10],[5],627.1788352387962,3.351964762640147,1766.3509728890717,0.0,0.00016563331254496565,0.0,3.441916869812373e-06,0.0,2.147588656082396e-06,0.0007930669341875833,0.0016787481806354186,0.0022942878754331933,0.0,1.1327414682579703e-06,0.0015412586421875442,0.0,0.0,1.0787648974792354e-05,1.9051174448500378e-05,0.0,1.4063110492376246e-05,0.0,1.9611603402049916e-05,0.0,2.210037760533278e-05,3.3883097940280784e-05
7,31612,None,Per3,[10],[19],543.2243139758239,3.6778811248693195,3214.8201738951966,0.0,0.0,1.0278172833211322e-05,9.134808208055623e-06,5.758341081144e-06,0.002676415067564339,0.0,0.0014781954997405687,2.7975477932926253e-06,0.001092689081524884,0.001326654090476745,4.3786915926800875e-07,0.0,0.0005768339497710628,0.0,0.0,0.0015593616285223383,0.0012304468727918788,0.0,0.0036569934163822176,0.003139466177854275,3.738682777940275e-05,1.4442695926238305e-05
8,31612,None,Per3,[10],[19],165.51674545757834,5.944825981447991,882.8361070501385,0.0,0.0,5.0519861838452555e-06,0.00011235414953501001,0.0,0.0,0.0,2.1804681161046332e-06,4.5879790981634834e-06,0.0,0.0,0.0006340354101962973,0.00032584682980370196,0.0,4.963992899220794e-07,0.0009089476573263701,0.0,0.0013686530432140509,0.0,0.0014847716538618023,0.0,7.0652236727709194e-06,8.725799572178755e-06
9,31612,None,Per3,[10],[9],2.7420839208638457,2.672947106468264,10.491143963947591,0.0,0.0,0.0,0.0,0.0,1.876900524762476e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.297719206027568e-06,0.0,4.830751850992657e-06,0.0,0.0,0.0,0.0,1.1204349777704347e-05,3.171303391937886e-05
