mass_pair_id,sample_id,comment,substrate,detection,association,peak_height,peak_width,peak_area,peak_position,timestep_01,timestep_02,timestep_03,timestep_04,timestep_05,timestep_06,timestep_07,timestep_08,timestep_09,timestep_10,timestep_11,timestep_12,timestep_13,timestep_14,timestep_15,timestep_16,timestep_17,timestep_18,timestep_19,timestep_20,timestep_21,timestep_22,timestep_23
0,32128,Positive Control,None,"[21, 0, 18, 4]",[10],260.24219233272726,3.0417749180054177,1382.327009954737,8,0.0,72.89497414930369,69.6661562684142,556.8299942899633,55.40145018659993,67.4698553732884,56.187294542053536,61.59516995630139,53.777297426153126,62.49780017946975,46.90165935327974,53.55067042951222,60.51154902540608,55.74316141929154,71.07233402464126,58.18294920156035,53.70868503311527,62.91257198357286,385.2060395641091,63.232975565356895,55.26256019097781,52.90871037965937,45.793664949911545
1,32128,Positive Control,None,"[21, 0, 18, 4]",[5],1513.7156142209656,6.138318945456146,8783.931341239037,11,0.0,601.5742525250723,1139.0428277347864,931.7349384607892,431.9507655454485,2238.9672245497113,1567.9359227726968,1293.93141722947,40.539854756901775,766.4950788690801,1107.1099617775906,422.4630439844023,250.95894134178582,709.6035388560776,321.9893160509259,0.0,150.3555257561501,192.92305961351718,0.0,886.9730300046083,0.0,0.0,482.973480653227
2,32128,Positive Control,None,"[21, 0, 18, 4]",[4],120444.64783768564,13.679228327997741,1036908.1870151807,21,0.0,2440.9922903060906,1900.7746206283564,4705.885729980468,5731.04789018631,10955.859939956665,19773.962228393553,27836.923985862733,41921.26764698029,73653.43894996642,79186.40582942963,97947.62432727813,103816.25545101165,110162.25176715851,110724.97142677306,119898.13455524444,123653.78461551666,118134.60477104186,120663.4291841507,114418.0038646698,108562.03427448272,101289.96014270782,113299.07193317413
3,32128,Positive Control,None,"[21, 0, 18, 4]",[10],597.1558407923461,4.625057244929966,4716.248180461024,18,0.0,455.33144369470074,0.0,0.0,0.0,396.2070891598621,466.641222206943,0.0,642.7185958494623,398.7868602706725,0.0,615.5051547130906,186.19160534962123,1050.8714437829444,410.7782171777932,0.0,0.0,1365.1812633836125,0.0,0.0,528.1100064932582,0.0,843.2812196662627
4,32128,Positive Control,None,"[21, 0, 18, 4]",[10],258.4685273822589,2.4521719228628935,423.2485610452921,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,647.8825879752636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,32128,Positive Control,None,"[21, 0, 18, 4]",[5],597.1157408902981,4.449163240275109,3967.9249271198964,25,0.0,0.0,0.0,0.0,0.0,664.8212229857284,90.23897638213771,0.0,0.0,0.0,411.52274888285103,423.1380376065715,811.4349370377786,3.262090275796595,0.0,664.5855760038568,581.653687895014,0.6329436570071323,0.0,486.3493960948472,1056.0416911264483,7.984816733370991,1039.4187937532918
6,32128,Positive Control,None,"[21, 0, 18, 4]",[5],409.98273110423025,2.4545054290749784,1134.286150598706,7,0.0,2.7478981948480907,1026.0045586562737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,689.7684595410417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.064962247522857,0.0,0.0,1.0040396713629605
7,32128,Positive Control,None,"[21, 0, 18, 4]",[19],2.659993498482778,2.879451126836834,11.372529642041414,11,0.0,0.0,0.42797211070111985,0.0,0.0,0.0,6.633576758113861,0.0,0.0,3.0493047266829763,0.0,0.0,3.691264211395662,3.637766896942537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,32128,Positive Control,None,"[21, 0, 18, 4]",[19],2088.661603868519,6.251364634439529,16992.129931335145,20,0.0,182.7299857433932,51.970486864631624,0.0,1803.979436803747,179.637887271834,1481.0062336862823,1072.5626056812425,824.1192683467158,349.6869697099851,853.250670256438,1862.2828792995874,1273.6863384482301,1464.132518250265,1745.6107629846642,3871.305864922794,0.0,621.5295061653043,711.3519680823808,1401.4850661666303,2468.103705888913,2135.2718959855442,2122.4309609495563
9,32128,Positive Control,None,"[21, 0, 18, 4]",[9],1.624571579395457,2.4521719228628918,2.5377766322974087,6,0.0,4.0721849188747115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26409923024928617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4537524487598716,0.0,0.0
