mass_pair_id,sample_id,comment,substrate,detection,association,peak_height,peak_width,peak_area,peak_position,timestep_01,timestep_02,timestep_03,timestep_04,timestep_05,timestep_06,timestep_07,timestep_08,timestep_09,timestep_10,timestep_11,timestep_12,timestep_13,timestep_14,timestep_15,timestep_16,timestep_17,timestep_18,timestep_19,timestep_20,timestep_21,timestep_22,timestep_23
0,31379,None,CB4,[13],[10],11.119894832848669,13.124698670916287,113.24460370054636,11,0.0,13.909112247419955,3.905249701605868,9.843370790834797,6.580080008801133,12.357709531430856,15.567506201473378,3.263290970413692,12.854838524335804,7.917494408878326,7.130832884046782,8.719943011248574,12.304214665919176,11.287778312777334,0.0,2.4608422738534443,6.3660930115499355,4.065738819263601,9.094419314537532,3.691264588155917,8.505957332658198,8.024487342363528,8.452460018205073
1,31379,None,CB4,[13],[5],548991.2409075374,9.729734044720118,3907632.2691472895,13,0.0,2947.7865126534793,3021.404179690929,32677.6492883918,142477.03318152268,251703.39927519037,381148.21526448114,565975.0047439404,600183.6366127958,507419.413495696,481517.9139565457,463874.18357557664,406289.70552628767,329879.069535159,308211.5813029429,260289.66178088242,239350.73663604393,209874.31799899327,204088.00311347877,181689.58031352184,182960.42878654567,153957.64992566057,122364.1794445595
2,31379,None,CB4,[13],[4],1690.5541251005466,14.310620538701443,14332.128909651487,12,0.0,0.0,0.0,87.55400543212906,313.2588132858277,590.0071994781495,1605.6670248031617,1934.2393825531008,1797.5628180503845,1016.0362779617309,1618.9090448379518,975.8175176620483,2085.586956214905,1353.166618382931,683.5194301605225,1389.4578983306885,784.2060012817383,1742.0644920349123,275.6017936706545,1463.7244565963747,288.37189254760756,950.9017595291137,1303.7162537574768
3,31379,None,CB4,[13],[10],1859.577291801469,8.08810400957076,11086.085538862651,13,0.0,0.0,0.0,0.0,282.512925756983,1458.228997747582,621.4013317062194,1695.4821161476964,2536.401160642325,1390.2295368608222,1065.8300646126988,708.7753130441688,2281.2873761280475,769.703353238393,211.6324115431452,847.9093075487987,335.91685531800044,224.01073124897042,563.7891444010907,779.515232407903,644.1161698490739,652.4715806892118,0.0
4,31379,None,CB4,[13],[10],73.95331791890621,2.6053213838936884,171.82502454750946,20,0.0,5.795687103271575,3.3040832519531875,3.1957530975342365,0.0,3.814697322468419e-07,3.249917984008789,9.803918933868431,9.966414642334087,7.745637512207054,1.7874553680420036,0.6499834060668945,10.23724145889284,0.9208102226257324,0.8666454315185774,176.77023029327393,10.941389465332037,8.883109283447283,0.0,0.0,3.466580009460472,2.166612815856894,4.82071151733399
5,31379,None,CB4,[13],[5],38732.46854414072,8.994004641492323,259914.45126111843,13,0.0,1049.7589287918606,0.09737533397881748,3023.2863711239247,11406.652202906234,20652.448911602576,27369.50696332267,40927.89577166954,41457.741858321635,37166.5156486597,29587.07117535023,28196.026130076203,25326.32264083691,22445.183319777585,17327.528221044646,17519.045281270915,17178.73940628566,11909.122146863616,14080.290205366156,7692.834632873535,10624.697387180971,8444.842717974374,7686.899264389209
6,31379,None,CB4,[13],[5],17438.077565004278,13.531050836630452,142761.39357059854,15,0.0,4.069002756258328,0.0,895.3751428999553,7212.165521389101,9946.057753586188,15191.093459617801,15376.033853670446,14899.480144221608,17439.28336650569,17828.040341912245,18483.83807326526,12971.353513857213,12806.503969890315,12073.464431576613,10361.00699317746,7004.064983030645,12568.849743656996,9278.954896136029,6476.30312403237,3798.5660497153676,6958.293790305534,9638.474068060154
7,31379,None,CB4,[13],[19],893.2281746440406,5.477962055550471,5771.561911928409,20,0.0,0.0,0.0,0.0,0.8024465301890586,0.0,82.13055702492048,1090.5026279025608,476.2795753949955,1.0699308418933242,22.60931321132341,356.21243455674914,915.7100977014612,362.3342626124253,915.2600210684317,1184.7001836329332,718.7428035029658,0.0,322.06236417793934,908.6397691891517,1272.037206955898,0.0,273.82094828287757
8,31379,None,CB4,[13],[19],1571.1927495884015,9.537507830077882,10662.135294151172,11,0.0,0.0,518.5667016300154,305.5411410861545,932.6727114076966,1087.5255006389852,2381.0170367205587,1220.127975275487,0.0,2476.2405967064847,1205.8652049877023,1266.3043721516926,202.46480663911785,1753.6211282235602,0.0,514.3589545355901,780.7374693317176,0.0,0.0,344.13818660783176,0.0,804.8043533136813,747.3321196002723
9,31379,None,CB4,[13],[9],4.356365825597354,4.613859202038701,29.859793046680203,9,0.0,3.654526676040092,0.0,4.7508837228797915,6.317109808864359,1.98388671875,3.5193616568324444,0.0,2.7147900684770434,0.0,3.184659659144387,2.0360932867210977,0.0,0.0,2.714790987681198,0.0,2.244923786944753,0.8353197948042634,0.0,0.0,7.309051789433113,0.0,5.533996765872075
